-5.753793061182776308e-02,-2.674540130295241513e-02,4.976207475425486332e-02,-1.038187888956491750e-01,-1.888272105612267548e-01,3.239921015544412861e-04,-1.625470603487964849e-01,1.379796678526411594e-02,1.879483332678872839e-02,-1.407402859626007419e-01,1.838126917722021636e-01,1.121993261877610587e-01,9.559294271892353201e-02,-1.515297467123148945e-01,2.182793612961053398e-01,-1.064746863161420976e-01,-7.832101001652620742e-02,5.571808538147292322e-02,9.154898176844095126e-02,4.399545567036502970e-04,1.415115704302361277e-01,-4.268632826607269420e-02,6.221079648554617841e-02,-8.448631701380175663e-02,-3.556813111258285559e-02,-7.792481532093738228e-02,-3.298443338869631002e-03,9.886294528029364315e-02,1.112197411630531374e-01,-1.885123416418863773e-01,6.659676524946055165e-02,1.678742344521269581e-01,2.825785499469980061e-02,1.588982361027813650e-01,-5.586569708122829381e-02,7.265911157465389236e-02,-4.213838845545708062e-02,1.279044472011649919e-02,1.402653280356489125e-02,-1.411653514930504560e-01,8.425292867166459324e-03,2.506047110414982154e-02,1.779452244631136437e-01,-1.419609174308703904e-02,-5.695329409254212827e-02,-1.173701841420098646e-01,9.698987417745545681e-02,1.305761836421270861e-01,-4.706719040477917032e-02,3.175844392612026112e-02
1.127065796016174931e-01,6.413193845264518467e-02,-1.209134308331986651e-01,3.214883033539106538e-02,1.016199720838317083e-02,4.990689158415389376e-02,-7.683708963667079672e-02,-1.553298610407683189e-01,-4.595305478508521918e-02,-9.849691786972177010e-02,8.923598979628646899e-03,-2.990308679362370034e-02,7.583654974072266686e-02,1.141111509706661531e-01,-4.299832950677819760e-02,-6.768314437113222282e-02,-3.208152954745532165e-02,-1.516369804319782078e-01,-1.698099565143829093e-02,3.491022108432388638e-02,1.157946313137255406e-01,-5.057604839461789931e-02,-6.671401815640397304e-02,-8.015966534774222538e-03,1.849374906577782307e-01,-1.864534861984743497e-01,5.585562228288717262e-02,-2.810541505252063879e-02,1.400455001584954839e-01,1.545548385291562778e-02,-1.105841400271243141e-01,-5.383174318417854182e-02,1.394748053708069757e-01,2.058547282712160087e-01,1.216828808337025725e-01,1.903120273599205881e-01,9.643558696576150224e-02,2.434703959069015392e-02,2.833609985881256621e-02,1.468633020778180032e-01,1.140712242244959207e-01,-1.569603925698420666e-02,-1.100652577817263882e-02,1.566427118253298223e-01,8.208843136194196588e-02,-8.891542601984596395e-02,-1.033413360785421370e-01,-1.557944202561293845e-01,-8.538229675568272115e-02,1.367937335049138892e-01
8.861109367402397741e-02,-1.032692214755295962e-01,-4.956808631930591236e-02,-3.894910000721699128e-02,-1.422047832082141416e-01,1.560893088896074879e-02,-4.922770600151928772e-02,-1.765948351359486745e-01,6.075316166986801519e-02,-1.548706409880674650e-01,-3.960573251463742062e-02,-5.186422332452471362e-02,1.413946003413598385e-01,-4.877791186377791049e-02,-4.933272335048249219e-02,-1.782860409317386097e-01,-2.391938514977966779e-01,9.486300860327605278e-02,4.958117402874889779e-02,-9.553692205373176538e-02,1.798972326764749011e-02,-1.602627188356004484e-01,4.477518443610039450e-02,1.567754217529956917e-01,-1.185335477091884887e-01,1.059609840868905029e-01,-1.564745748034445660e-01,-2.211048019856258831e-02,6.574741336536449321e-02,6.843206131528503655e-02,1.174926516037168439e-01,-5.596696811986569958e-02,2.729039271120433166e-02,5.407367018498337313e-02,-6.797168716290449830e-02,3.993841945446873626e-02,1.448066918088088129e-02,-5.699414593731838563e-02,5.545124461237391916e-02,-1.290176284715748578e-01,-7.853071653328673810e-03,5.308459889010916366e-02,3.952205324002424497e-02,-4.002117477706972071e-02,-1.235647680570118867e-01,-5.497415040198042752e-02,-1.021171114036188432e-01,1.015765715293650562e-01,-1.082137173752632658e-01,-2.013943240679497149e-02
-6.200678601124860745e-02,-1.275998956153089336e-01,2.453852152521828478e-01,2.424942752163331688e-02,-6.434549888292279141e-02,3.724481466174172500e-02,6.264503162911309875e-02,1.131881928215594871e-02,1.937806643361966175e-01,-8.681943420312497606e-02,-1.355693172800301891e-03,2.925815870438070940e-02,-3.727411082618068555e-02,7.674944355203902613e-02,-6.465587558389090939e-02,5.619387157518442727e-02,1.104069506836130449e-01,1.289480341909744199e-01,2.299512735332171764e-01,-3.544841201345892614e-03,1.657678033824147024e-01,2.081463392512992172e-01,9.566118461045139409e-02,-6.887740986550217048e-02,-1.338441004490557307e-01,4.046103399998231265e-02,-3.055948975200111634e-02,5.880249088529136692e-02,-1.256604181634362813e-02,-8.315675976759619170e-02,1.022972164538389107e-02,1.528580848787826907e-01,1.876913915818304024e-01,5.526508889128701335e-02,-2.682554759215726586e-02,4.466549050557176714e-02,-1.296759496852016753e-04,1.651383650341674558e-01,2.010747608753502558e-01,-1.030704196002256712e-01,5.432847320079592368e-03,-8.003398494413860309e-02,-1.335996508385406401e-01,3.095837307093736446e-02,7.201266084936454315e-02,1.435034033771590174e-02,7.248571127990301177e-02,2.182522699862333715e-01,9.980015470836395286e-02,3.487756125363906945e-02
-2.026484604059326788e-02,7.832890545782809910e-02,2.934099181759140529e-01,-1.181528918540173251e-01,-3.369586049133971306e-02,-1.934622794324547318e-03,-9.984380760268014854e-02,-6.997322450858049769e-02,9.250013023880618301e-02,6.935108341944572208e-02,1.730184376393351098e-02,1.500181519148388321e-01,3.505500376726351786e-02,1.126276157338652146e-03,-7.570163798871902550e-02,-3.285226308951288282e-02,4.365341777305127569e-02,-1.105109162966656650e-01,-5.757806848814751854e-02,-1.315835965379023691e-03,-1.716797662650094980e-02,-2.009580734600164842e-01,6.070409277702011608e-02,8.678974027450049936e-03,3.664121847917456432e-02,3.536280537193500773e-02,1.204756200544247063e-02,-2.885520890534428067e-05,-3.183574462547186235e-01,9.147948896416319142e-02,-1.180165511586568766e-01,3.939306486514530109e-02,-3.013583945588887286e-02,4.157142782384239815e-02,1.189637083534734879e-01,-9.009420747052709899e-02,-1.825413955125478396e-03,-6.751878589279049388e-03,-4.179303888535401169e-03,5.764020518326415550e-03,-8.347326509605680969e-03,2.652452481384960301e-02,8.133062980610657189e-02,2.309873061379268816e-02,-1.205387621845369212e-01,-4.074196542864178504e-03,1.857242944242851190e-02,2.145696355418408585e-01,1.115317459872704614e-01,7.774764922555274516e-02
-1.960538090128397526e-01,1.488158303123036652e-01,8.529148340602178691e-02,-4.341883453267340875e-02,1.705554317854328095e-01,-6.223588632199757165e-02,-1.558804442503726739e-01,-6.885421386306009306e-02,2.115769580915038278e-02,2.193656909780212494e-01,3.351108538837844347e-02,1.246502260676516233e-01,-2.105712106947833090e-02,-7.042503991734760938e-02,8.893488677193679692e-02,-1.168354216929710643e-01,-6.845020054098351070e-02,-4.815931756779046058e-02,-7.970132267375927559e-02,-1.157834067657526576e-02,-3.727817149286256210e-02,5.960482878438960914e-03,-1.615594370575030303e-01,-3.291358179778419019e-02,-6.854422934987119964e-02,-6.368706994090811424e-02,-5.822326821116605329e-03,-1.015174861752099825e-02,2.640029808684647792e-03,2.381151375320806063e-01,1.319415327711891961e-01,3.293157659841886714e-02,-1.104473519131901060e-01,1.044717961888303737e-01,2.266578158866892900e-01,-5.547024084118055628e-03,-1.960790221939516798e-01,2.742318109556448127e-02,2.106220271536008923e-02,-5.103191358476060618e-02,9.610578223116041097e-02,-1.758052270673880757e-01,-1.372514028329639146e-01,-8.124266038373902099e-02,1.159774210275507818e-02,1.108247381632988249e-01,-6.310535719548333389e-04,1.102359601051292465e-01,-8.607324146743115453e-03,1.483408891280605692e-02
1.319005563523398261e-01,1.365278490529293065e-01,1.482583976478845933e-01,-3.972491709629725511e-03,2.671844808987593536e-02,4.532340649937600940e-02,1.076787811386019644e-01,-4.049170519615391539e-02,-1.421909731514030793e-02,8.566962136800920433e-03,-1.292988396368416615e-01,1.471577997848513286e-01,1.445905055592825172e-01,4.444882784750305016e-02,-1.086916053982312919e-01,-4.147479147195097526e-02,-4.765787914314158213e-02,3.359307867273461645e-02,-8.056124084276011788e-02,5.037082240473355656e-03,-1.179205268001914109e-01,2.529916138803411235e-02,2.072840275324557280e-01,-4.589558322328964740e-02,-4.705713870878853317e-02,-2.616738900674015281e-02,-8.946282715726612544e-02,-7.860630270478863313e-02,-2.625742690831864290e-03,-1.721851919048134408e-02,-1.839382640518062717e-01,-1.700028728396918709e-01,-2.130853096229377297e-01,-2.008730123625317443e-01,4.826390997318723980e-02,6.850343032754006856e-02,1.296926581841825465e-01,1.186141838973000379e-01,-1.212844621042562798e-01,1.836194327522174680e-02,5.888430740177760803e-02,5.183581332701388267e-02,-1.097317294828884376e-01,1.116809833050327744e-01,-4.617752152699617502e-02,-1.497539020360227902e-01,2.125624729287156275e-03,-1.714342042961101639e-02,7.832351052969228900e-02,1.032226500670906377e-01
-8.398130186484158155e-02,9.936015783274032565e-02,6.366353548030953546e-02,5.724198570796851931e-02,-9.285511269364643203e-03,-1.583149415332586463e-01,3.122500800498263784e-02,7.839410924848833062e-02,-1.319802374456589267e-01,2.990504051063654911e-01,1.703462419063826172e-01,1.135785081845707423e-01,-7.100425551183001116e-02,1.867671761139112485e-01,-3.007168754859978685e-02,-8.020846637919069877e-02,-1.589708500545793934e-01,1.692945786282311904e-01,5.077520781326653847e-03,1.191154375269929677e-01,3.246754458494304635e-02,5.233749947359476323e-02,-1.357630937699517634e-02,9.401884703010726652e-02,4.492237116352219839e-02,4.368831364473829693e-02,9.100841739046677814e-02,-2.776899660634547708e-03,1.159053286323279419e-01,-9.638010221585327497e-02,1.932332278182575525e-01,-1.779776954949689044e-02,-1.290989138375672196e-01,-1.451668389106617885e-01,-1.547073137511107976e-01,-5.259367814967695620e-02,1.201648813157313173e-01,1.225068024252115063e-02,-1.391003086215805706e-01,-9.100216107701852852e-02,1.542103174667946441e-01,-1.060900719772143175e-01,1.257171563071564635e-01,1.983987452089508788e-02,-9.109247552333073206e-02,-1.008221127473739182e-01,-6.073156181903623108e-02,-1.266534151417530174e-01,-1.367794435527834307e-01,-6.620454611778468779e-02
-8.602688143641520901e-02,-2.311596624255239478e-03,8.612080430583790580e-02,4.755187104598919412e-02,-6.894247239679972272e-02,2.993856075118140822e-02,-2.757056624987783882e-04,-2.005742032709456890e-01,1.357620304113789922e-01,1.180752647207555101e-01,-1.015297433855532087e-03,5.056759442910122027e-02,-8.538394894737151575e-02,7.953938267871119017e-02,5.653932373534463485e-02,4.251372099962822532e-02,1.663131471813373008e-01,-7.827155636962932622e-03,-1.718466896077484318e-01,-1.624595100355330224e-01,4.540394495025561888e-02,4.709747624664675086e-02,3.481998734996265971e-02,2.141598778607610096e-02,-1.304213007600225731e-02,2.027163091491865909e-01,-3.651964298665068276e-02,8.463116981182391974e-03,-1.118485665569855791e-01,-9.782578072990856521e-02,6.285487110736779313e-03,1.091263432430723962e-01,8.256650384058426828e-02,5.855139783648896645e-02,5.049688687919019064e-02,9.775986946047612869e-02,-4.071506409348614811e-03,-8.994183583072981603e-02,6.460722326724577247e-02,2.493884742225534190e-01,1.438741376727842580e-01,1.733259048089775406e-02,7.722799546623164424e-02,-4.297735396649211143e-02,3.077541367220995583e-02,-3.037813106417980996e-02,-8.237215386783668103e-02,-1.026981444831583101e-01,1.912668403177211762e-02,-1.761020766347293764e-01
1.035556183029702829e-02,-5.077482727346648017e-02,-2.755706392779712008e-02,-2.367361341764206706e-01,2.453272859279947982e-02,1.498304231392283588e-03,-8.015413008142285856e-02,-5.788412502636308601e-04,2.272304595699037311e-02,-2.415742555141965342e-01,-3.504986424577707926e-02,-7.893283743962342669e-02,-3.172085132485267384e-02,-3.520234578594889918e-02,-3.748872384720581402e-02,-7.797737437538190819e-02,1.629465693374615998e-01,4.777650448257152183e-02,1.180370577790709752e-01,-9.582137753262637281e-02,4.259180755839588051e-02,-5.257271916747217888e-02,1.876019338500662173e-02,2.227075795926795193e-02,-1.154113501730554409e-01,7.919033568191929939e-02,-9.799409631989108860e-02,-1.483076401177496895e-01,-8.539997445195885925e-03,-3.283456572023823322e-02,8.449355423481549887e-02,1.967784879833814338e-01,-2.165307178295139759e-02,-8.765047622828883722e-02,-2.184735085300143834e-02,-2.425811831301078192e-01,6.077503935920447464e-02,2.184610489372059566e-02,1.994817134606414188e-01,-1.390447872183128708e-01,1.196515749487143399e-01,7.988001475117689765e-02,-9.555317813790051296e-02,1.192440986152895205e-01,1.019396700044806689e-02,8.763458390835250633e-02,-1.756354827247486317e-01,-2.036821598962999455e-02,-5.630751704634225779e-02,-1.011812692973913450e-02
